source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (planet), palu, 0.1211, 0.5567, 0.1989, 0.1104, 0.5298, 0.9495, 0.4177
Tiburon Peninsula (planet), Tiburon Peninsula (Sentinel), 0.2550, 0.5834, 0.3549, 0.2157, 0.5694, 0.9246, 0.2781
Tiburon Peninsula (planet), Wenchuan, 0.5145, 0.5799, 0.5452, 0.3748, 0.6648, 0.9560, 0.5324
Tiburon Peninsula (Sentinel), Hokkaido Iburi-Tobu, 0.5506, 0.0290, 0.0551, 0.0283, 0.4678, 0.9075, 0.0337
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.2m), 0.8569, 0.2616, 0.4009, 0.2507, 0.5234, 0.8092, 0.1110
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.5m), 0.7734, 0.2523, 0.3804, 0.2349, 0.5689, 0.9058, 0.2049
Tiburon Peninsula (Sentinel), Lombok, 0.3943, 0.1241, 0.1888, 0.1042, 0.5358, 0.9675, 0.1146
Tiburon Peninsula (Sentinel), Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4503, 0.9006, 0.0000
Tiburon Peninsula (Sentinel), Longxi River (UAV), 0.6216, 0.0083, 0.0163, 0.0082, 0.4213, 0.8346, 0.0285
Tiburon Peninsula (Sentinel), Mengdong Township, 0.0290, 0.0029, 0.0052, 0.0026, 0.4472, 0.8919, 0.0076
Tiburon Peninsula (Sentinel), Moxi town (UAV-0.2m), 0.2778, 0.1753, 0.2149, 0.1204, 0.4564, 0.7980, 0.0567
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1247, 0.6456, 0.2091, 0.1167, 0.3848, 0.6680, 0.1444
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1764, 0.0549, 0.0837, 0.0437, 0.4830, 0.9226, 0.1038
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.1115, 0.0222, 0.0370, 0.0189, 0.4579, 0.8972, 0.0408
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0255, 0.0196, 0.0222, 0.0112, 0.4399, 0.8687, 0.0349
Tiburon Peninsula (Sentinel), palu, 0.1776, 0.0481, 0.0756, 0.0393, 0.5130, 0.9868, 0.0619
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.6030, 0.4388, 0.5080, 0.3404, 0.6402, 0.9417, 0.4657
Tiburon Peninsula (Sentinel), Wenchuan, 0.5047, 0.3684, 0.4259, 0.2706, 0.6123, 0.9549, 0.4106
Wenchuan, Hokkaido Iburi-Tobu, 0.4933, 0.3452, 0.4062, 0.2549, 0.5790, 0.9062, 0.2472
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.6662, 0.4958, 0.5685, 0.3971, 0.5941, 0.8163, 0.1100
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6348, 0.3542, 0.4547, 0.2943, 0.5964, 0.9026, 0.1923
Wenchuan, Lombok, 0.1109, 0.1145, 0.1126, 0.0597, 0.5023, 0.9451, 0.0853
Wenchuan, Longxi River (SAT), 0.1105, 0.0044, 0.0086, 0.0043, 0.4510, 0.8978, 0.0047
Wenchuan, Longxi River (UAV), 0.6165, 0.1596, 0.2536, 0.1452, 0.4925, 0.8441, 0.1098
Wenchuan, Mengdong Township, 0.4511, 0.6502, 0.5326, 0.3630, 0.6212, 0.8872, 0.3184
Wenchuan, Moxi town (UAV-0.2m), 0.4214, 0.0858, 0.1426, 0.0768, 0.4559, 0.8372, 0.0461
Wenchuan, Moxi town (UAV-1m), 0.1702, 0.3394, 0.2267, 0.1279, 0.4834, 0.8427, 0.1587
Wenchuan, Moxitaidi (SAT), 0.2630, 0.4408, 0.3295, 0.1972, 0.5392, 0.8845, 0.1433
Wenchuan, Moxitaidi (UAV-0.6m), 0.2171, 0.4272, 0.2879, 0.1682, 0.4863, 0.8119, 0.1525
Wenchuan, Moxitaidi (UAV-1m), 0.1918, 0.1771, 0.1842, 0.1014, 0.4903, 0.8809, 0.0893
Wenchuan, palu, 0.0400, 0.1222, 0.0603, 0.0311, 0.4941, 0.9571, 0.0741
Wenchuan, Tiburon Peninsula (planet), 0.1992, 0.8953, 0.3260, 0.1947, 0.4620, 0.7459, 0.2622
Wenchuan, Tiburon Peninsula (Sentinel), 0.2495, 0.0817, 0.1231, 0.0656, 0.5120, 0.9586, 0.1139
