source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (planet), palu, 0.1230, 0.2197, 0.1577, 0.0856, 0.5296, 0.9736, 0.1863
Tiburon Peninsula (planet), Tiburon Peninsula (Sentinel), 0.3147, 0.3899, 0.3483, 0.2109, 0.5791, 0.9481, 0.2299
Tiburon Peninsula (planet), Wenchuan, 0.4214, 0.4303, 0.4258, 0.2705, 0.6084, 0.9473, 0.3972
Tiburon Peninsula (Sentinel), Hokkaido Iburi-Tobu, 0.5951, 0.0908, 0.1575, 0.0855, 0.4972, 0.9097, 0.1212
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.2m), 0.8328, 0.2344, 0.3659, 0.2239, 0.5068, 0.8017, 0.1070
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.5m), 0.7292, 0.2631, 0.3867, 0.2397, 0.5705, 0.9043, 0.2045
Tiburon Peninsula (Sentinel), Lombok, 0.2788, 0.1725, 0.2131, 0.1193, 0.5401, 0.9612, 0.1015
Tiburon Peninsula (Sentinel), Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4502, 0.9004, 0.0004
Tiburon Peninsula (Sentinel), Longxi River (UAV), 0.6157, 0.0149, 0.0291, 0.0148, 0.4247, 0.8350, 0.0539
Tiburon Peninsula (Sentinel), Mengdong Township, 0.2234, 0.0282, 0.0500, 0.0256, 0.4598, 0.8942, 0.0867
Tiburon Peninsula (Sentinel), Moxi town (UAV-0.2m), 0.2366, 0.1577, 0.1893, 0.1045, 0.4430, 0.7868, 0.0518
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1217, 0.7572, 0.2097, 0.1171, 0.3541, 0.6121, 0.1308
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1788, 0.0567, 0.0861, 0.0450, 0.4836, 0.9225, 0.0980
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.0760, 0.0176, 0.0286, 0.0145, 0.4539, 0.8935, 0.0377
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0542, 0.0486, 0.0513, 0.0263, 0.4446, 0.8634, 0.0606
Tiburon Peninsula (Sentinel), palu, 0.1673, 0.0954, 0.1215, 0.0647, 0.5246, 0.9845, 0.1392
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.6166, 0.4935, 0.5482, 0.3776, 0.6599, 0.9442, 0.5271
Tiburon Peninsula (Sentinel), Wenchuan, 0.4527, 0.3694, 0.4068, 0.2554, 0.6028, 0.9511, 0.4185
Wenchuan, Hokkaido Iburi-Tobu, 0.4754, 0.2747, 0.3482, 0.2108, 0.5563, 0.9044, 0.2026
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7357, 0.5305, 0.6165, 0.4456, 0.6303, 0.8389, 0.1312
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6023, 0.4644, 0.5244, 0.3554, 0.6267, 0.9034, 0.2690
Wenchuan, Lombok, 0.0752, 0.2870, 0.1192, 0.0634, 0.4665, 0.8708, 0.1307
Wenchuan, Longxi River (SAT), 0.1492, 0.0109, 0.0202, 0.0102, 0.4530, 0.8959, 0.0082
Wenchuan, Longxi River (UAV), 0.6096, 0.3379, 0.4348, 0.2778, 0.5617, 0.8542, 0.2840
Wenchuan, Mengdong Township, 0.4787, 0.6286, 0.5435, 0.3732, 0.6309, 0.8956, 0.3067
Wenchuan, Moxi town (UAV-0.2m), 0.3024, 0.1906, 0.2339, 0.1324, 0.4646, 0.8030, 0.0619
Wenchuan, Moxi town (UAV-1m), 0.1491, 0.3767, 0.2137, 0.1196, 0.4631, 0.8116, 0.1685
Wenchuan, Moxitaidi (SAT), 0.2179, 0.4700, 0.2978, 0.1749, 0.5138, 0.8572, 0.1587
Wenchuan, Moxitaidi (UAV-0.6m), 0.2210, 0.3268, 0.2637, 0.1519, 0.4922, 0.8375, 0.1363
Wenchuan, Moxitaidi (UAV-1m), 0.1772, 0.3482, 0.2348, 0.1330, 0.4780, 0.8277, 0.1192
Wenchuan, palu, 0.0190, 0.1297, 0.0331, 0.0168, 0.4657, 0.9148, 0.0839
Wenchuan, Tiburon Peninsula (planet), 0.1339, 0.9052, 0.2333, 0.1320, 0.3483, 0.5917, 0.1960
Wenchuan, Tiburon Peninsula (Sentinel), 0.2359, 0.3674, 0.2874, 0.1678, 0.5511, 0.9352, 0.2387
