source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (planet), palu, 0.0410, 0.0992, 0.0580, 0.0299, 0.4968, 0.9637, 0.0356
Tiburon Peninsula (planet), Tiburon Peninsula (Sentinel), 0.4386, 0.2076, 0.2818, 0.1640, 0.5631, 0.9624, 0.1265
Tiburon Peninsula (planet), Wenchuan, 0.3810, 0.6204, 0.4721, 0.3090, 0.6221, 0.9370, 0.4531
Tiburon Peninsula (Sentinel), Hokkaido Iburi-Tobu, 0.3067, 0.0112, 0.0217, 0.0109, 0.4583, 0.9057, 0.0178
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.2m), 0.7915, 0.1337, 0.2287, 0.1291, 0.4509, 0.7800, 0.0943
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.5m), 0.7686, 0.1860, 0.2995, 0.1761, 0.5371, 0.9002, 0.2019
Tiburon Peninsula (Sentinel), Lombok, 0.3439, 0.1221, 0.1802, 0.0990, 0.5325, 0.9662, 0.1276
Tiburon Peninsula (Sentinel), Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4503, 0.9006, 0.0000
Tiburon Peninsula (Sentinel), Longxi River (UAV), 0.4208, 0.0013, 0.0026, 0.0013, 0.4176, 0.8340, 0.0065
Tiburon Peninsula (Sentinel), Mengdong Township, 0.1468, 0.0125, 0.0230, 0.0117, 0.4533, 0.8952, 0.0444
Tiburon Peninsula (Sentinel), Moxi town (UAV-0.2m), 0.3064, 0.0970, 0.1474, 0.0796, 0.4499, 0.8229, 0.0513
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1481, 0.5454, 0.2330, 0.1319, 0.4392, 0.7559, 0.1726
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1664, 0.0326, 0.0545, 0.0280, 0.4775, 0.9272, 0.0662
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.0620, 0.0084, 0.0148, 0.0074, 0.4539, 0.9004, 0.0203
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0354, 0.0273, 0.0309, 0.0157, 0.4425, 0.8696, 0.0426
Tiburon Peninsula (Sentinel), palu, 0.2255, 0.1168, 0.1539, 0.0834, 0.5344, 0.9855, 0.2031
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.6838, 0.3670, 0.4777, 0.3138, 0.6286, 0.9449, 0.4677
Tiburon Peninsula (Sentinel), Wenchuan, 0.4534, 0.3457, 0.3923, 0.2440, 0.5973, 0.9513, 0.4002
Wenchuan, Hokkaido Iburi-Tobu, 0.4848, 0.2131, 0.2961, 0.1738, 0.5388, 0.9058, 0.1762
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7518, 0.4872, 0.5912, 0.4197, 0.6165, 0.8356, 0.1215
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6387, 0.3752, 0.4727, 0.3095, 0.6046, 0.9040, 0.2442
Wenchuan, Lombok, 0.0697, 0.2194, 0.1057, 0.0558, 0.4710, 0.8869, 0.1167
Wenchuan, Longxi River (SAT), 0.1207, 0.0054, 0.0104, 0.0052, 0.4513, 0.8975, 0.0029
Wenchuan, Longxi River (UAV), 0.6935, 0.1959, 0.3055, 0.1803, 0.5138, 0.8522, 0.1890
Wenchuan, Mengdong Township, 0.5136, 0.5467, 0.5296, 0.3602, 0.6293, 0.9040, 0.2924
Wenchuan, Moxi town (UAV-0.2m), 0.2954, 0.1807, 0.2242, 0.1263, 0.4616, 0.8028, 0.0612
Wenchuan, Moxi town (UAV-1m), 0.1522, 0.3058, 0.2032, 0.1131, 0.4734, 0.8371, 0.1495
Wenchuan, Moxitaidi (SAT), 0.2707, 0.4572, 0.3400, 0.2048, 0.5435, 0.8857, 0.1620
Wenchuan, Moxitaidi (UAV-0.6m), 0.2451, 0.3239, 0.2790, 0.1621, 0.5043, 0.8510, 0.1426
Wenchuan, Moxitaidi (UAV-1m), 0.2107, 0.3630, 0.2666, 0.1538, 0.4989, 0.8484, 0.1268
Wenchuan, palu, 0.0296, 0.1572, 0.0498, 0.0255, 0.4789, 0.9324, 0.1757
Wenchuan, Tiburon Peninsula (planet), 0.1617, 0.8601, 0.2722, 0.1576, 0.4111, 0.6844, 0.2484
Wenchuan, Tiburon Peninsula (Sentinel), 0.2836, 0.2859, 0.2847, 0.1660, 0.5572, 0.9489, 0.2295
