source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (planet), palu, 0.0570, 0.2157, 0.0902, 0.0472, 0.4991, 0.9510, 0.1455
Tiburon Peninsula (planet), Tiburon Peninsula (Sentinel), 0.2818, 0.3698, 0.3199, 0.1904, 0.5669, 0.9441, 0.2468
Tiburon Peninsula (planet), Wenchuan, 0.3213, 0.6784, 0.4361, 0.2788, 0.5983, 0.9203, 0.4135
Tiburon Peninsula (Sentinel), Hokkaido Iburi-Tobu, 0.4602, 0.0157, 0.0303, 0.0154, 0.4610, 0.9068, 0.0237
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.2m), 0.8285, 0.1704, 0.2827, 0.1646, 0.4722, 0.7890, 0.0981
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.5m), 0.7261, 0.2173, 0.3345, 0.2008, 0.5496, 0.9008, 0.1969
Tiburon Peninsula (Sentinel), Lombok, 0.2738, 0.1535, 0.1967, 0.1091, 0.5353, 0.9618, 0.1383
Tiburon Peninsula (Sentinel), Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4503, 0.9006, 0.0007
Tiburon Peninsula (Sentinel), Longxi River (UAV), 0.4665, 0.0061, 0.0121, 0.0061, 0.4199, 0.8339, 0.0265
Tiburon Peninsula (Sentinel), Mengdong Township, 0.1158, 0.0150, 0.0265, 0.0134, 0.4523, 0.8913, 0.0482
Tiburon Peninsula (Sentinel), Moxi town (UAV-0.2m), 0.2243, 0.0766, 0.1143, 0.0606, 0.4354, 0.8125, 0.0483
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1209, 0.4918, 0.1940, 0.1074, 0.4101, 0.7224, 0.1503
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1267, 0.0243, 0.0408, 0.0208, 0.4735, 0.9264, 0.0584
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.0491, 0.0096, 0.0161, 0.0081, 0.4516, 0.8952, 0.0245
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0512, 0.0388, 0.0441, 0.0226, 0.4473, 0.8724, 0.0605
Tiburon Peninsula (Sentinel), palu, 0.2609, 0.1209, 0.1653, 0.0901, 0.5381, 0.9862, 0.2332
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.6395, 0.3705, 0.4692, 0.3065, 0.6237, 0.9425, 0.4714
Tiburon Peninsula (Sentinel), Wenchuan, 0.4768, 0.3817, 0.4240, 0.2690, 0.6105, 0.9529, 0.4048
Wenchuan, Hokkaido Iburi-Tobu, 0.5314, 0.1947, 0.2850, 0.1662, 0.5368, 0.9092, 0.1665
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7729, 0.4772, 0.5901, 0.4185, 0.6177, 0.8382, 0.1236
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6319, 0.3639, 0.4619, 0.3003, 0.5994, 0.9028, 0.2286
Wenchuan, Lombok, 0.0720, 0.1781, 0.1026, 0.0541, 0.4793, 0.9051, 0.1029
Wenchuan, Longxi River (SAT), 0.0517, 0.0022, 0.0042, 0.0021, 0.4496, 0.8971, 0.0006
Wenchuan, Longxi River (UAV), 0.6303, 0.2121, 0.3174, 0.1886, 0.5159, 0.8486, 0.1737
Wenchuan, Mengdong Township, 0.4987, 0.5130, 0.5058, 0.3385, 0.6170, 0.9008, 0.2883
Wenchuan, Moxi town (UAV-0.2m), 0.2757, 0.1670, 0.2080, 0.1161, 0.4550, 0.7994, 0.0551
Wenchuan, Moxi town (UAV-1m), 0.1432, 0.2558, 0.1836, 0.1011, 0.4719, 0.8454, 0.1219
Wenchuan, Moxitaidi (SAT), 0.2544, 0.4220, 0.3174, 0.1886, 0.5342, 0.8831, 0.1282
Wenchuan, Moxitaidi (UAV-0.6m), 0.2367, 0.3022, 0.2655, 0.1530, 0.5000, 0.8511, 0.1355
Wenchuan, Moxitaidi (UAV-1m), 0.2032, 0.3329, 0.2524, 0.1444, 0.4954, 0.8503, 0.1144
Wenchuan, palu, 0.0204, 0.0965, 0.0337, 0.0171, 0.4773, 0.9376, 0.1138
Wenchuan, Tiburon Peninsula (planet), 0.3301, 0.7034, 0.4493, 0.2897, 0.5827, 0.8817, 0.4558
Wenchuan, Tiburon Peninsula (Sentinel), 0.2864, 0.2880, 0.2872, 0.1677, 0.5582, 0.9492, 0.2310
